word,part_of_speech,other_spelling,pronunciation,meaning_ja,examples,synonyms,tags,notes,mastery,last_reviewed,created_at,source_issue
conflict,noun,,kˈɔnflɪkt,対立,His statements on the subject conflicted.,struggle,,テスト,0,,2026-02-12T09:05:09.917586+00:00,https://github.com/ooinuza/my-english-vocab/issues/4
